Name,Span,Matches,Innings,Not Outs,Runs,Highest Score,Average,BF,Strike Rate,Hundreds,Fifties,Ducks,Fours,Sixes
Waleed Rana (ITA),2022-2022,3,3,0,37,25,12.33,48,77.08,0,0,0,2,1
BM Wheeler (NZ),2017-2018,6,4,2,37,30,18.50,28,132.14,0,0,0,3,2
Ahsan Ali (PAK),2020-2020,2,2,0,36,36,18.00,39,92.30,0,0,1,4,0
Ashwin Vinod (SUI),2021-2024,20,7,5,36,15*,18.00,27,133.33,0,0,1,1,2
Azeem Nazir (SUI),2022-2022,4,2,0,36,36,18.00,42,85.71,0,0,1,5,0
RJ Campbell (HKG),2016-2016,3,3,0,36,27,12.00,47,76.59,0,0,1,6,0
J Dunn (VAN),2019-2019,4,3,0,36,23,12.00,41,87.80,0,0,0,0,1
Haseebullah Khan (PAK),2024-2024,3,3,0,36,24,12.00,30,120.00,0,0,1,4,1
Imran Arif (KSA),2021-2021,4,4,0,36,22,9.00,48,75.00,0,0,0,1,3
Asif Iqbal (SKOR),2022-2022,3,3,1,36,21*,18.00,45,80.00,0,0,0,3,1
B Maphosa (BOT),2022-2023,10,5,3,36,18,18.00,43,83.72,0,0,0,1,1
EJB Miles (JER),2019-2023,33,9,4,36,16,7.20,48,75.00,0,0,3,2,0
Mirza Baig (PAK),2023-2023,3,3,1,36,32*,18.00,29,124.13,0,0,1,5,2
Mohammed Qasim (UAE),2016-2017,3,3,1,36,13*,18.00,51,70.58,0,0,0,2,0
Mohsin Hub (Peru),2019-2019,4,4,1,36,16*,12.00,41,87.80,0,0,1,2,0
PA Patel (IND),2011-2011,2,2,0,36,26,18.00,32,112.50,0,0,0,4,1
Rahat Ali (CZK-R),2023-2024,6,5,2,36,17,12.00,36,100.00,0,0,0,3,0
S Shrivastava (OMA),2022-2024,13,3,3,36,22*,-,34,105.88,0,0,0,2,1
D Teinaki (COK),2022-2022,4,4,0,36,16,9.00,38,94.73,0,0,0,2,3
Usman Qadir (PAK),2020-2023,25,9,5,36,18*,9.00,30,120.00,0,0,2,3,1
Abdul Shakoor (UAE),2015-2019,6,4,2,35,20*,17.50,40,87.50,0,0,0,3,0
Aminul Islam (BAN),2019-2021,10,7,4,35,9,11.66,41,85.36,0,0,0,4,0
STR Binny (IND),2015-2016,3,2,0,35,24,17.50,29,120.68,0,0,0,2,1
CD de Lange (SCOT),2015-2017,8,3,0,35,22,11.66,22,159.09,0,0,0,2,2
A Dutt (NED),2021-2024,16,8,3,35,15*,7.00,38,92.10,0,0,3,2,1
Gagandeep Singh (BUL),2023-2024,10,6,2,35,13*,8.75,34,102.94,0,0,1,4,1
Ijaz Ahmad Ahmadzai (AFG),2024-2024,3,3,0,35,16,11.66,32,109.37,0,0,0,2,2
YI Kachhalia (PAN),2024-2024,7,7,0,35,14,5.00,55,63.63,0,0,1,3,0
S Kimura (JPN),2022-2023,5,5,0,35,14,7.00,42,83.33,0,0,0,1,1
Manan Bashir (BUL),2024-2024,3,3,0,35,22,11.66,31,112.90,0,0,0,3,3
Manoj Adhikari (BHU),2022-2024,11,7,4,35,9*,11.66,56,62.50,0,0,0,3,0
JC Martin (GUE),2020-2022,4,3,2,35,19*,35.00,36,97.22,0,0,0,1,1
VV Morea (PNG),2015-2017,5,5,0,35,19,7.00,44,79.54,0,0,1,4,0
CB Mpofu (ZIM),2008-2020,32,11,7,35,17*,8.75,43,81.39,0,0,3,3,1
Muhammad Khan (HKG),2023-2023,6,6,0,35,18,5.83,46,76.08,0,0,3,3,2
D Murphy (SCOT),2013-2013,4,4,3,35,20,35.00,35,100.00,0,0,0,1,0
Mustapha Suwareh (GMB),2022-2024,11,11,0,35,7,3.18,68,51.47,0,0,2,4,0
Nazakat Ali (NOR),2019-2019,2,2,0,35,25,17.50,31,112.90,0,0,0,1,3
AM Patel (PAN),2023-2024,9,7,4,35,9,11.66,44,79.54,0,0,0,3,0
SK Patel (USA),2024-2024,2,2,0,35,24,17.50,37,94.59,0,0,0,2,0
Sathya Narayanan (SUI),2022-2022,5,5,1,35,25,8.75,51,68.62,0,0,1,2,0
Shuvagata Hom (BAN),2016-2016,5,4,2,35,16*,17.50,35,100.00,0,0,0,3,1
Waqas Haider (SWE),2022-2022,3,3,1,35,19,17.50,21,166.66,0,0,0,4,2
Zong Yuechao (CHN),2023-2024,8,7,2,35,19*,7.00,65,53.84,0,0,2,4,0
A Andrews (SUI),2021-2022,7,4,2,34,30*,17.00,40,85.00,0,0,1,3,0
Arafat Sunny (BAN),2014-2016,10,6,3,34,10,11.33,30,113.33,0,0,0,3,1
AR Balla (CAM),2021-2024,16,15,3,34,7,2.83,130,26.15,0,0,4,0,0
Hammad Azam (PAK),2012-2013,5,4,1,34,21,11.33,34,100.00,0,0,0,3,1
T Horpinitch (SEY),2024-2024,4,4,0,34,13,8.50,62,54.83,0,0,0,5,0
Ibrahim Sesay (SLE),2023-2023,6,6,2,34,11*,8.50,56,60.71,0,0,1,4,0
B Jerkovic (CRT),2022-2024,9,7,5,34,11*,17.00,73,46.57,0,0,0,1,0
SSB Magala (SA),2021-2023,6,3,2,34,18*,34.00,18,188.88,0,0,0,1,4
S Mahmood (ENG),2019-2024,18,8,4,34,12,8.50,43,79.06,0,0,1,2,1
W McClintock (IRE),2021-2021,5,4,1,34,15*,11.33,38,89.47,0,0,0,4,0
Mohamed Coulibaly (Mali),2022-2024,13,12,0,34,6,2.83,105,32.38,0,0,1,2,0
Muhammad Wafiq (MAS),2019-2024,32,13,4,34,12,3.77,53,64.15,0,0,4,1,2
Munim Shahriar (BAN),2022-2022,5,5,0,34,17,6.80,47,72.34,0,0,0,5,0
Nadeem Ahmed (HKG),2014-2017,24,9,4,34,10,6.80,55,61.81,0,0,1,2,0
JD Nel (SCOT),2007-2010,10,5,2,34,13*,11.33,25,136.00,0,0,1,3,1
SN Netravalkar (USA),2019-2024,36,9,3,34,12,5.66,40,85.00,0,0,2,1,1
OL Pitcher (BER),2008-2008,3,3,0,34,15,11.33,53,64.15,0,0,0,1,0
Rhys Burinaga (PHI),2024-2024,7,7,1,34,9,5.66,47,72.34,0,0,0,1,0
Saqib Zulfiqar (NED),2018-2024,7,5,1,34,18,8.50,43,79.06,0,0,0,1,0
Shadnan Khan (Aut),2024-2024,5,4,0,34,22,8.50,62,54.83,0,0,0,1,0
Sinan Khan (GRC),2024-2024,4,4,0,34,11,8.50,36,94.44,0,0,0,3,0
W Viraliliu (VAN),2019-2019,10,7,3,34,13*,8.50,26,130.76,0,0,0,3,2
OR Willis (CAY),2019-2023,8,7,0,34,15,4.85,79,43.03,0,0,1,0,1
RA Abolarin (NGA),2019-2021,10,5,3,33,20*,16.50,30,110.00,0,0,0,2,1
A Ahmadhel (BUL),2019-2024,12,8,1,33,15,4.71,50,66.00,0,0,1,3,0
PSP Handscomb (AUS),2019-2019,2,2,1,33,20*,33.00,33,100.00,0,0,0,1,0
JAM Henri (PORT),2024-2024,5,3,1,33,25*,16.50,27,122.22,0,0,1,1,1
GI Hume (IRE),2022-2024,7,4,3,33,20*,33.00,26,126.92,0,0,0,1,2
M Iturbe (Arg),2023-2024,7,3,0,33,16,11.00,43,76.74,0,0,0,2,1
GO Jones (ENG),2005-2006,2,2,1,33,19,33.00,25,132.00,0,0,0,5,0
ME Leoela (LES),2021-2024,16,14,5,33,11,3.66,70,47.14,0,0,3,1,0
ZB Lion-Cachet (NED),2024-2024,4,4,0,33,14,8.25,48,68.75,0,0,1,0,1
MF Maharoof (SL),2006-2016,8,5,1,33,13*,8.25,43,76.74,0,0,1,0,1
Mustapha Yusuf (NGA),2021-2021,5,4,2,33,16,16.50,34,97.05,0,0,1,3,0
A Ndlovu (ZIM),2019-2024,12,5,3,33,13*,16.50,41,80.48,0,0,0,4,0
R Nil (SEY),2021-2021,4,2,0,33,19,16.50,27,122.22,0,0,0,2,1
Ousman Bah (GMB),2022-2024,11,10,3,33,8*,4.71,85,38.82,0,0,3,0,0
I Pandey (NEP),2019-2019,4,4,0,33,22,8.25,50,66.00,0,0,0,5,0
P Pustoslemsek (SVN),2022-2022,4,4,0,33,21,8.25,53,62.26,0,0,0,2,1
Qais Ahmad (AFG),2020-2024,11,5,1,33,18,8.25,29,113.79,0,0,1,4,1
S Ramakrishnan (CZK-R),2022-2022,6,4,0,33,15,8.25,47,70.21,0,0,0,1,0
RJMGM Rupasinghe (SL),2009-2009,2,2,0,33,18,16.50,39,84.61,0,0,0,2,0
Shah Abrar Hussain (CAM),2023-2024,12,8,1,33,15,4.71,56,58.92,0,0,2,1,1
Simandeep Singh (HKG),2019-2019,7,7,2,33,14*,6.60,32,103.12,0,0,0,2,0
WPUJC Vaas (SL),2006-2007,6,2,1,33,21,33.00,41,80.48,0,0,0,1,0
Waqar Zalmai (Aut),2021-2024,10,3,0,33,17,11.00,30,110.00,0,0,0,4,1
AA Westphal (Mex),2019-2019,5,5,0,33,24,6.60,40,82.50,0,0,0,3,0
S Williams (SLE),2021-2022,11,7,5,33,22*,16.50,42,78.57,0,0,0,3,0
Aftab Kayani (ROM),2020-2022,8,3,0,32,20,10.66,32,100.00,0,0,0,3,0
WD Balaji Rao (CAN),2008-2008,4,4,1,32,22*,10.66,30,106.66,0,0,1,1,2
TS Braat (NED),2019-2021,6,3,1,32,26*,16.00,34,94.11,0,0,0,4,1
Fareed Ahmad (AFG),2016-2024,32,5,4,32,24*,32.00,33,96.96,0,0,0,5,0
SE Findlay (WI),2008-2008,2,2,0,32,19,16.00,31,103.22,0,0,0,4,0
K Ghalley (BHU),2023-2023,4,4,2,32,19*,16.00,41,78.04,0,0,1,2,0
TG Gordon (CAN),2012-2012,3,3,0,32,23,10.66,37,86.48,0,0,0,3,0
S Hongsi (THA),2019-2023,5,5,3,32,11*,16.00,29,110.34,0,0,1,3,1
Jay Odedra (OMA),2019-2024,9,5,4,32,25*,32.00,27,118.51,0,0,1,2,1
GA Lamb (ZIM),2010-2010,5,4,2,32,14*,16.00,54,59.25,0,0,1,1,0
JD Newton (CRT),2022-2022,4,4,0,32,26,8.00,51,62.74,0,0,2,2,1
GH O'Brien (BER),2008-2019,11,6,2,32,7*,8.00,38,84.21,0,0,1,1,2
SNJ O'Keefe (AUS),2010-2011,7,5,0,32,22,6.40,26,123.07,0,0,0,4,1
Rizwan Haider (MAS),2022-2024,31,7,5,32,17*,16.00,26,123.07,0,0,1,0,3
TW Samuels (Blz),2021-2021,5,5,1,32,17,8.00,43,74.41,0,0,1,2,0
KRP Silva (USA),2019-2019,2,2,0,32,25,16.00,12,266.66,0,0,0,2,3
MJ Swepson (AUS),2018-2022,8,5,5,32,14*,-,23,139.13,0,0,0,1,2
JC Tredwell (ENG),2012-2014,17,6,3,32,22,10.66,20,160.00,0,0,1,4,1
J West (GIBR),2023-2023,4,4,0,32,14,8.00,53,60.37,0,0,0,2,0
JJ Wright (SWA/SWZ),2021-2024,6,5,1,32,19*,8.00,33,96.96,0,0,2,1,1
HN Ya France (NAM),2019-2023,21,10,3,32,13,4.57,37,86.48,0,0,2,2,1
Aadil Bhaiyat (SWZ),2024-2024,5,5,0,31,21,6.20,35,88.57,0,0,1,2,1
TR Birt (AUS),2010-2012,4,3,0,31,17,10.33,33,93.93,0,0,0,3,1
J Cama (Fiji),2024-2024,5,5,0,31,24,6.20,28,110.71,0,0,1,0,3
P Chandran (Mex),2019-2019,3,3,0,31,23,10.33,47,65.95,0,0,1,2,1
JW Dernbach (ENG/ITA),2011-2021,40,10,4,31,12,5.16,32,96.87,0,0,1,4,0
R Dravid (IND),2011-2011,1,1,0,31,31,31.00,21,147.61,0,0,0,0,3
ZR Jabeneke (TAN),2021-2024,7,4,2,31,12*,15.50,42,73.80,0,0,0,0,1
Jahurul Islam (BAN),2010-2013,3,3,0,31,18,10.33,23,134.78,0,0,0,3,1
Jakob Gul (BUL),2024-2024,2,2,0,31,18,15.50,26,119.23,0,0,0,2,2
D Khanal (NEP),2024-2024,3,3,0,31,18,10.33,35,88.57,0,0,0,4,1
S Kollery (BOT),2022-2022,2,2,1,31,29,31.00,43,72.09,0,0,0,4,0
Mohammad Ghazanfar (HKG),2019-2024,29,12,5,31,7*,4.42,50,62.00,0,0,1,2,0
PA Nixon (ENG),2007-2007,1,1,1,31,31*,-,22,140.90,0,0,0,2,1
H Osinde (CAN),2008-2013,11,6,2,31,17,7.75,34,91.17,0,0,0,1,2
J Pakhiaokajee (THA),2022-2022,6,6,2,31,22*,7.75,41,75.60,0,0,1,2,1
WA Peatfield (GUE),2019-2022,21,7,5,31,12*,15.50,29,106.89,0,0,1,4,0
CAK Rajitha (SL),2016-2023,18,8,5,31,9*,10.33,53,58.49,0,0,1,2,0
Saqlain Ali (Belg),2019-2021,6,4,1,31,26*,10.33,52,59.61,0,0,0,3,0
Syed Maisam Ali (PORT),2022-2024,10,5,3,31,18*,15.50,25,124.00,0,0,1,1,2
A Uniyal (Chile),2019-2023,5,5,1,31,16*,7.75,49,63.26,0,0,0,2,0
Ahsan Yousuf (Aut),2022-2022,3,2,0,30,23,15.00,24,125.00,0,0,0,2,1
GS Ballance (ZIM),2023-2023,1,1,0,30,30,30.00,29,103.44,0,0,0,2,1
D Cato (CAY),2019-2019,3,3,0,30,20,10.00,59,50.84,0,0,0,2,0
Danyal Akbar (HUN),2024-2024,3,3,1,30,17,15.00,31,96.77,0,0,0,2,0
W Dlamini (SWZ),2022-2022,8,7,0,30,12,4.28,34,88.23,0,0,0,4,0
NH Ekanayake (Bhm),2023-2023,4,4,1,30,19,10.00,43,69.76,0,0,0,3,1
E Ernest (SLE),2021-2021,10,7,2,30,14,6.00,50,60.00,0,0,3,2,0
Hamed Khan (HKG),2020-2023,5,5,1,30,10,7.50,43,69.76,0,0,1,2,0
WW Hinds (WI),2006-2010,5,5,1,30,14,7.50,41,73.17,0,0,1,3,0
Imran Butt (BHR),2020-2020,4,3,0,30,17,10.00,25,120.00,0,0,0,3,1
H Isorena (PHI),2022-2023,5,4,0,30,21,7.50,47,63.82,0,0,1,3,0
Jaswinder Singh (MLT),2023-2024,6,6,2,30,23*,7.50,27,111.11,0,0,1,3,0
S Murari (CRC),2019-2024,8,7,1,30,16,5.00,32,93.75,0,0,2,2,1
A Mustafa (Arg),2021-2024,9,5,3,30,10*,15.00,27,111.11,0,0,0,1,0
LJ Myott (PHI),2023-2024,16,7,4,30,13*,10.00,32,93.75,0,0,0,1,1
Navid Balouch (Iran),2020-2020,3,3,1,30,19*,15.00,50,60.00,0,0,0,1,0
CB Ondoa (CAM),2021-2022,11,9,3,30,10,5.00,84,35.71,0,0,1,1,0
RV Viraj (CAM),2024-2024,4,4,0,30,22,7.50,52,57.69,0,0,1,5,0
DG Weakley (Bhm),2024-2024,8,4,0,30,20,7.50,45,66.66,0,0,1,1,1
Yusuf Bhoola (PAN),2021-2021,5,5,1,30,18,7.50,44,68.18,0,0,0,4,0
L Zulu (SWA/SWZ),2021-2022,6,5,0,30,20,6.00,56,53.57,0,0,1,2,0
Amal Jacob (HUN),2024-2024,4,4,2,29,18*,14.50,38,76.31,0,0,0,3,0
FE Carava (MOZ),2021-2022,12,5,0,29,12,5.80,63,46.03,0,0,0,1,0
Elias Hasan (EST),2022-2022,6,4,1,29,11,9.66,29,100.00,0,0,0,3,1
Fazil Muhammad (SKOR),2024-2024,5,4,1,29,15,9.66,43,67.44,0,0,0,1,0
LH Ferguson (NZ),2017-2024,43,15,7,29,14,3.62,36,80.55,0,0,4,0,2
R Francis (STHEL),2022-2024,9,6,1,29,15,5.80,29,100.00,0,0,1,1,2
JR Hazlewood (AUS),2013-2024,52,10,7,29,13*,9.66,27,107.40,0,0,2,2,1
JH Kiani (PHI),2019-2023,5,4,1,29,13,9.66,41,70.73,0,0,0,2,0
V Pulibanti (CRT),2023-2024,7,7,2,29,10,5.80,53,54.71,0,0,2,5,0
D Ravu (PNG),2019-2022,24,9,3,29,6,4.83,30,96.66,0,0,1,5,0
D Robson (EST),2023-2024,13,5,1,29,19*,7.25,43,67.44,0,0,2,0,1
J Salazar (Peru),2019-2019,2,2,1,29,20*,29.00,36,80.55,0,0,0,0,0
MM Siddique (JPN),2023-2024,3,2,0,29,28,14.50,20,145.00,0,0,0,4,1
M Simmons (BER),2019-2021,6,4,1,29,18*,9.66,28,103.57,0,0,2,1,1
VM Vaghela (USA),2021-2022,2,1,0,29,29,29.00,32,90.62,0,0,0,2,0
Ahsan Malik (NED),2012-2017,31,8,5,28,11*,9.33,30,93.33,0,0,1,1,1
Amir Sharif (ITA),2021-2021,3,3,1,28,22*,14.00,27,103.70,0,0,0,1,1
Amjad Khan (UAE),2015-2016,4,3,0,28,24,9.33,30,93.33,0,0,0,3,1
MO Bacarese (GIBR),2019-2023,4,3,0,28,13,9.33,55,50.90,0,0,0,0,1
JW Batinibulu (Fiji),2022-2023,6,5,1,28,11,7.00,46,60.86,0,0,0,0,1
Bilal Khan (OMA),2015-2024,79,25,17,28,6*,3.50,51,54.90,0,0,6,1,0
R Drake (JPN),2022-2024,14,8,7,28,11*,28.00,33,84.84,0,0,0,1,0
R Goodwin (PHI),2019-2022,9,9,2,28,16*,4.00,55,50.90,0,0,4,1,0
D Jamyansuren (MNG),2023-2024,5,5,0,28,15,5.60,103,27.18,0,0,1,3,0
M Jobarteh (GMB),2022-2024,12,9,2,28,10*,4.00,34,82.35,0,0,2,2,1
Junaed Mullah (SVN),2024-2024,2,2,0,28,26,14.00,45,62.22,0,0,0,2,0
J Liyanage (SL),2022-2022,3,3,0,28,11,9.33,45,62.22,0,0,0,0,0
L Maphane (BOT),2022-2023,4,4,0,28,19,7.00,58,48.27,0,0,2,1,0
MV Matsau (LES),2021-2024,14,11,5,28,22,4.66,46,60.86,0,0,4,2,0
Nawazish Akhtar (KSA),2024-2024,4,2,1,28,14*,28.00,31,90.32,0,0,0,3,0
A Nehra (IND),2009-2017,27,5,0,28,22,5.60,39,71.79,0,0,3,1,2
Nooruddin Mujadady (GER),2021-2022,6,3,1,28,16*,14.00,17,164.70,0,0,1,2,1
AR Odedara (OMA),2024-2024,4,4,0,28,14,7.00,36,77.77,0,0,2,3,0
PJ Ongondo (KENYA),2007-2008,8,6,0,28,16,4.66,23,121.73,0,0,2,1,2
R Pillai (GER),2019-2019,6,5,1,28,14,7.00,44,63.63,0,0,1,1,0
S Seelan (INA),2023-2023,1,1,0,28,28,28.00,28,100.00,0,0,0,3,0
Shivam Mavi (IND),2023-2023,6,2,0,28,26,14.00,18,155.55,0,0,0,2,2
Vinod Kumar (ESP),2019-2020,4,4,1,28,17,9.33,34,82.35,0,0,0,3,0
Wang Liuyang (CHN),2023-2023,4,4,0,28,18,7.00,51,54.90,0,0,1,2,0
VC Ahir (PAN),2023-2023,3,3,1,27,24,13.50,22,122.72,0,0,1,1,2
Ahsan Khan (BUL),2021-2022,12,4,3,27,16*,27.00,20,135.00,0,0,0,2,0
Akbar Khan (HKG),2023-2023,7,6,0,27,7,4.50,47,57.44,0,0,0,1,0
TP Allen (USA),2019-2019,5,3,1,27,11*,13.50,17,158.82,0,0,0,0,3
Avesh Khan (IND),2022-2024,25,5,3,27,16,13.50,20,135.00,0,0,0,3,1
NE Bonner (WI),2011-2012,2,2,0,27,24,13.50,38,71.05,0,0,0,2,0
BJ Davidson (SRB),2021-2021,4,4,0,27,18,6.75,46,58.69,0,0,1,4,0
LE Dlamini (SWZ),2022-2024,9,5,1,27,14,6.75,40,67.50,0,0,1,2,1
S Houghton (CRT),2024-2024,5,5,1,27,20*,6.75,51,52.94,0,0,1,2,0
Kaleem Sana (CAN),2022-2024,27,5,2,27,13*,9.00,33,81.81,0,0,0,0,2
R Kalimuthu (SGP),2023-2024,14,6,5,27,16*,27.00,23,117.39,0,0,0,2,1
Mohammad Iqbal (CAN),2008-2008,3,3,0,27,22,9.00,39,69.23,0,0,0,1,0
Mohamed Shafeeq (KUW),2022-2024,38,12,2,27,6,2.70,29,93.10,0,0,3,3,0
Nadif Chowdhury (BAN),2006-2007,3,3,0,27,12,9.00,23,117.39,0,0,0,2,0
A Nathwani (Aut),2019-2023,29,11,8,27,7*,9.00,47,57.44,0,0,2,1,0
E Otieno (KENYA),2012-2022,31,13,6,27,8,3.85,59,45.76,0,0,2,0,1
Parveen Kumar (CAN),2024-2024,8,4,0,27,19,6.75,32,84.37,0,0,1,0,2
SS Pathirana (SL),2016-2017,5,5,0,27,14,5.40,24,112.50,0,0,0,3,0
Raaz Mohammad (FIN),2021-2024,21,10,9,27,9*,27.00,34,79.41,0,0,1,1,0
K Senamontree (THA),2019-2024,17,8,1,27,9,3.85,47,57.44,0,0,1,0,0
S Sengupta (CZK-R),2021-2022,9,4,1,27,9,9.00,25,108.00,0,0,0,3,0
Shapoor Zadran (AFG),2010-2020,36,13,6,27,13,3.85,65,41.53,0,0,3,0,3
Sharveen Surendran (MAS),2023-2023,2,2,1,27,23,27.00,31,87.09,0,0,0,1,0
Shoaib Qureshi (FIN),2019-2019,5,4,0,27,12,6.75,34,79.41,0,0,1,2,0
C Smith (IOM/MAS),2021-2023,6,4,0,27,13,6.75,27,100.00,0,0,0,2,1
S Tuitoga (Fiji),2023-2023,2,2,0,27,27,13.50,33,81.81,0,0,1,3,1
C Udekwe (NGA),2022-2024,24,7,3,27,11*,6.75,30,90.00,0,0,0,0,2
MP Vaughan (ENG),2005-2007,2,2,0,27,27,13.50,22,122.72,0,0,1,4,0
S Yeshey (BHU),2022-2024,25,12,4,27,11*,3.37,51,52.94,0,0,4,2,0
Zulfiqar Babar (PAK),2013-2014,7,3,3,27,13*,-,27,100.00,0,0,0,2,1
Azin Rafeeg (MDV),2023-2024,3,3,2,26,24*,26.00,22,118.18,0,0,1,3,1
C Bayraktar (TKY),2022-2022,3,3,0,26,12,8.66,34,76.47,0,0,0,0,2
TB de Bruyn (SA),2017-2017,2,2,0,26,19,13.00,16,162.50,0,0,0,3,1
Fayaz Mohammad (BUL),2020-2022,5,4,1,26,12,8.66,19,136.84,0,0,0,4,0
P Florin (ROM),2019-2021,16,8,5,26,14,8.66,31,83.87,0,0,1,2,0
D Ganga (WI),2006-2006,1,1,0,26,26,26.00,31,83.87,0,0,0,3,1
Izatullah Dawlatzai (AFG/GER),2012-2020,16,4,3,26,24*,26.00,16,162.50,0,0,0,2,2
Kau Qalo (Fiji),2024-2024,2,2,0,26,26,13.00,30,86.66,0,0,1,2,1
Khandubhai Ahir (PAN),2024-2024,3,3,1,26,22,13.00,42,61.90,0,0,0,1,1
B Khumalo (BOT),2019-2024,27,9,6,26,10*,8.66,39,66.66,0,0,1,1,0
Z Makadji (Mali),2022-2024,8,8,1,26,22,3.71,36,72.22,0,0,4,1,1
TJ Murtagh (IRE),2012-2016,14,5,3,26,12*,13.00,25,104.00,0,0,0,0,1
Nay Lin Htun (MYAN),2023-2024,9,7,2,26,11*,5.20,42,61.90,0,0,1,1,0
M Raikes (GIBR),2024-2024,2,2,0,26,25,13.00,23,113.04,0,0,0,1,0
AM Rajpurohit (GMB),2024-2024,3,3,0,26,22,8.66,34,76.47,0,0,1,3,1
Sachin Kumar (BHR),2022-2024,13,4,1,26,19*,8.66,32,81.25,0,0,1,3,0
TK Saha (FIN),2019-2019,4,4,3,26,18*,26.00,23,113.04,0,0,0,1,0
Samader Shadab (GRC),2024-2024,4,4,0,26,14,6.50,38,68.42,0,0,1,0,2
Shahadat Hossain (3) (BAN),2023-2023,3,2,0,26,21,13.00,33,78.78,0,0,0,3,0
TG Thamae (LES),2021-2024,16,9,1,26,10,3.25,37,70.27,0,0,4,1,1
T Vanuarua (COK),2022-2022,6,4,1,26,14*,8.66,21,123.80,0,0,1,1,3
SA Abbott (AUS),2014-2024,20,7,2,25,12*,5.00,27,92.59,0,0,2,1,1
P Agnihotri (NOR),2019-2019,2,2,0,25,19,12.50,36,69.44,0,0,0,2,0
A Amado (ISR),2022-2022,3,3,0,25,16,8.33,37,67.56,0,0,0,3,0
RA Bhatti (CAN),2012-2012,4,4,1,25,11*,8.33,37,67.56,0,0,1,1,0
H Dandapani (FIN),2019-2024,8,4,2,25,17,12.50,34,73.52,0,0,0,2,0
IK Darmawan (INA),2022-2023,3,3,0,25,16,8.33,34,73.52,0,0,1,3,0
AM Ellis (NZ),2012-2013,5,5,2,25,16,8.33,21,119.04,0,0,0,1,1
CRD Fernando (SL),2006-2016,18,7,2,25,21,5.00,27,92.59,0,0,2,4,0
G Goudie (SCOT),2010-2013,9,6,2,25,9*,6.25,20,125.00,0,0,0,2,1
Hassan Mehmood (SWE),2021-2021,5,5,3,25,9,12.50,31,80.64,0,0,0,0,1
Jai Sinh (SUI),2022-2024,8,7,1,25,9,4.16,48,52.08,0,0,1,1,0
RK Kleinveldt (SA),2008-2013,6,3,2,25,22,25.00,10,250.00,0,0,0,1,3
FJ Mpegna (CAM),2021-2024,12,10,3,25,8*,3.57,48,52.08,0,0,2,2,1
P Nedeljkovic (SRB),2023-2024,6,4,2,25,14*,12.50,35,71.42,0,0,0,2,1
PM Nevill (AUS),2016-2016,9,5,4,25,10*,25.00,11,227.27,0,0,0,1,2
SO Olayinka (NGA),2021-2021,3,3,0,25,24,8.33,34,73.52,0,0,1,1,2
E Otgonbayar (MNG),2023-2024,9,8,0,25,7,3.12,76,32.89,0,0,0,0,0
HJ Patel (PAN),2023-2023,2,2,0,25,21,12.50,25,100.00,0,0,0,2,0
AR Prasad (CAM),2023-2024,22,9,5,25,8*,6.25,56,44.64,0,0,2,1,0
V Rathinasamy (CRT),2024-2024,4,4,0,25,13,6.25,53,47.16,0,0,1,2,1
S Ravoka (Fiji),2022-2022,6,6,2,25,13,6.25,41,60.97,0,0,0,0,0
Raza-ur-Rehman (CAN),2012-2013,5,4,0,25,10,6.25,29,86.20,0,0,0,3,0
Sajid Liaqat (GER),2019-2024,9,4,1,25,15,8.33,23,108.69,0,0,0,0,2
L Sanogo (Mali),2022-2024,15,12,4,25,15*,3.12,59,42.37,0,0,5,3,0
Shahriar Nafees (BAN),2006-2006,1,1,0,25,25,25.00,17,147.05,0,0,0,3,1
LSP Siriwardene (ISR),2024-2024,4,4,0,25,12,6.25,44,56.81,0,0,1,0,0
A Srivastav (Chile),2019-2019,4,4,0,25,21,6.25,37,67.56,0,0,2,2,0
Tahir Dar (BHR),2019-2019,4,2,0,25,15,12.50,25,100.00,0,0,0,1,2
Zeshan Arif (Aut),2019-2024,8,1,1,25,25*,-,21,119.04,0,0,0,1,1
Adil Hanif (BHR),2019-2019,4,2,0,24,16,12.00,23,104.34,0,0,0,3,0
OO Bascome (BER),2008-2019,3,3,0,24,16,8.00,29,82.75,0,0,0,3,0
S Bogdos (GRC),2022-2022,4,4,0,24,19,6.00,59,40.67,0,0,0,1,0
LA Collado (GIBR),2019-2021,9,5,3,24,8,12.00,41,58.53,0,0,1,1,0
MGSM Fernando (ITA),2021-2021,6,3,0,24,14,8.00,19,126.31,0,0,0,2,1
C Floyd (NED),2019-2022,4,3,2,24,21,24.00,24,100.00,0,0,0,2,1
JN Gillespie (AUS),2005-2005,1,1,0,24,24,24.00,18,133.33,0,0,0,4,0
MJ Henry (NZ),2014-2025,21,7,3,24,12,6.00,27,88.88,0,0,1,2,1
Ibrahim Jabarkhel (Fran),2021-2023,12,6,4,24,12*,12.00,28,85.71,0,0,1,0,1
Jagjit Singh (Peru),2019-2019,4,4,0,24,12,6.00,30,80.00,0,0,0,1,0
YYM Jakda (LES),2021-2022,13,11,0,24,10,2.18,25,96.00,0,0,6,1,2
MJ McClenaghan (ICC/NZ),2012-2018,29,8,4,24,10,6.00,23,104.34,0,0,2,1,2
WJ Malinda (MDV),2019-2023,11,7,2,24,10*,4.80,32,75.00,0,0,1,0,1
Mohammad Hasnain (PAK),2019-2024,28,11,10,24,8*,24.00,26,92.30,0,0,0,2,1
